(2) Welche Aussagen zu Prozessen und Threads sind richtig?;Threads haben einen eigenen Adressraum.;Threads können über einen geteilten Speicherbereich kommunizieren.;Ein Prozess kann beliebig viele Threads enthalten.;Der Prozess-Kontext beinhaltet den Prozessor-Kontext und Thread-Kontext.;Keine der genannten Antworten.;234;;1. Nein, Prozesse haben alle einen eigenen Adressraum, aber Threads in einem Prozess teilen ihn sich., 2. Ja, können sie. Beispielsweise in Java ein Objekt, auf das alle Threads zugreifen, 3. Ja. Jeder Prozess hat mindestens einen Threads, aber bis zu beliebig viele., 4. Ja. Der Prozessor-Kontext umfasst alle Register, die zum Ausführen einer Reihe von Instruktionen notwendig sind, beim Thread-Kontext und Prozess-Kontext kommt zusätzlich noch der benötigte Speicher hinzu.
(2) Welche Aussagen zu Prozessen und Threads sind richtig?;Software-Prozessoren und virtuelle Prozessoren sind das Gleiche.;Ein Thread ist ein minimaler Software-Prozessor.;Ein Prozess umfasst genau einen Thread.;Ein Thread gehört zu mindestens einem Prozess.;Keine der genannten Antworten.;12;;1. Ja, das haben wir als verschiedene Begriffe fürs Gleiche definiert. 2. Genau. Ein Thread ist die kleinste Einheit, in der Instruktionen bearbeitet werden können. 3. Nein, ein Prozess kan beliebig viele Threads haben. 4. Nein, ein Thread gehört zu genau einem Prozess. Mehr geht nicht.
(2) Welche Aussagen zu Prozessen und Threads sind richtig?;Wenn ein Thread in einem Single-Threaded Prozess blockiert, dann blockiert der ganze Prozess.;Wenn ein Thread in einem Multi-Threaded Prozess blockiert, dann blockiert immer der ganze Prozess.;Ein Multi-Threaded Design ist einem Multi-Prozess Design immer vorzuziehen.;Multi-Threaded Programme sind besser parallelisierbar als Single-Threaded Programme.;Keine der genannten Antworten.;14;;1. Ja, stimmt. 2. Nein, nicht immer, hängt davon ab, ob es sich um User-Space oder Kernel-Space Threads handelt. 3. Nein, etwa aus Security-Gründen, weil Prozesse viel besser voneinder isoliert sind. Somit könnten beispielsweise, wenn ein erfolgreicher Angriff auf einen Thread erfolgt, auch Daten aus anderen Threads von anderen Nutzern gestohlen werden. 4. Ja, weil mehrere Threads gleichzeitig auf verschiedenen Prozessoren laufen können.
(2) Welche Aussagen zu Prozessen und Threads sind richtig?;Threads sind immer im Kernel implementiert.;User-Space Threads sind effizienter.;Wenn ein einzelner Thread blockiert, blockiert immer auch der ganze Prozess.;Ein Dispatcher-Thread ist dazu da, Anfragen auf mehrere Threads zu verteilen.;Keine der genannten Antworten.;24;;1. Nein, man kann Threads auch auf User-Space-Seite implementieren, z.B. wie es in Java ist. Es gibt auch noch Mischformen davon., 2. Ja, weil man ohne Prozess-Switch zwischen Threads hin- und herwechseln kann., 3. Nein, nur bei User-Space Threads., 4. Ja, genau das macht ein Dispatcher.
(2) Welche Aussagen zu Virtualisierung sind richtig?;Virtualisierung ist eine Form von Abstraktion von Ressourcen.;Virtualisierung stellt immer eine Schnittstelle zwischen höheren und niedrigeren Schichten zur Verfügung.;Virtualisierung führt zu einer höheren Performance für Nutzer.;Virtualisierung führt zu einem geringeren Energieverbrauch.;Keine der genannten Antworten.;124;;1. Ja, darum geht es. 2. Ja, etwa virtuelle ISAs (Instuction Set Architectures), um Befehle auf einem virtuellen Prozessor laufen zu lassen, oder eine API zu Programm-Libraries, etc. 3. Nein, im Gegenteil, wenn Ressourcen geteilt werden, würde das eher die Performance reduzieren als verbessern. 4. Ja, weil mehr mit weniger Hardware gemacht werden kann.
(2) Auf welchen Ebenen kann Virtualisierung erfolgen?;Auf der eines Webbrowsers.;Auf der einer Plattform.;Auf der eines Speichers.;Auf der eines Netzwerkes.;Keine der genannten Antworten.;234;;1. Macht keinen Sinn.
(2) Welche Aussagen zu Virtualisierung sind richtig?;Process VMs interpretieren oder emulieren Zwischencode, um diesen auszuführen.;VM Monitors interpretieren oder emulieren Zwischencode, um diesen auszuführen.;Process VMs bieten einer virtuellen Umgebung die Instruktionen des Prozessors direkt an.;Process VMs können direkt auf der Hardware, oder in einem Betriebssysten laufen;Keine der genannten Antworten.;1;;1. Genau das sind die Typen. Beispiel für eine Process VM ist etwa Java, wo die Programme erst in einem Bytecode kompiliert werden, um zu laufen, während eine VirtualBox und VMWare VM Monitor sind. 234. Somit sind 2, 3 jeweils genau der andere Typ: 1 und 2 schließen sich eh gegenseitig aus, 3 gilt für VM Monitors, und 4 genauso.
(2) Welche Faktoren spielen zur Verteilung von Funktionalität auf Clients und Server eine Rolle?;Sicherheit (Security);Performance;Gesetze und Richtlinien;Kosten;Keine der genannten Antworten.;1234;;1. Jeder Client könnte möglicherweise manipuliert sein, und vorhandene Checks umgehen. 2. Eine Ausführung beim Client kostet weniger Ressourcen am Server, und umgekehrt. 3. Beispielsweise darf man manche Daten nicht am Server speichern. 4. Ähnlich wie 2. Jede Ausführung beim Client spart Ressourcen am Server, und umgekehrt.
(2) Welche Arten von Transparenz können Client-Server Systeme unterstützen?;Verteilungstransparenz (Distribution Transparency);Finanzielle Transparenz (Financial Transparency);Fehlertransparenz (Failure Transparency);Sicherheitstransparenz (Security Transparency);Keine der genannten Antworten.;13;;1 ist dazu da, um zu verstecken, ob eine Ressource lokal oder remote benutzt wird, 2 ist Unsinn, 3 ist dazu da, um zu verstecken, ob eine Ressource ausfällt und nicht mehr verfügbar ist, und 4 ist auch Unsinn, da es den Begriff nicht gibt.
(2) Was ist ein Super-Server?;Ein Server mit höherer Performance.;Ein Server, der mehrere Dienste anbietet.;Ein Server, der über mehrere Maschinen verteilt ist.;Ein Server, der nebenläufig ist.;Keine der genannten Antworten.;2;;2. ist korrekt. Alles Andere ist Unsinn: Performance hat nichts damit zu tun, ein Server kann nicht verteilt sein (das wäre dann ein Cluster), und nebenläufig sind Server ohnehin meistens.
(2) Welche Aussagen zu Out-Of-Band Kommunikation sind richtig?;Out-Of-Band Kommunikation ist schneller als herkömmliche Kommunikation.;Out-Of-Band Kommunikation ist dazu da, um dringende Nachrichten auszutauschen.;Out-Of-Band Kommunikation benötigt einen eigenen Port.;Out-Of-Band Kommunikation ist bei manchen Protokollen explizit vorgesehen.;Keine der genannten Antworten.;24;;1. Nein, macht keinen Sinn, benutzt ja im Regelfall die gleiche Hardware., 2. Ja, zum Beipsiel, um einen fehlerhaften Request abzubrechen, anstatt auf sein Ende zu warten (oder auf einen Fehler, von dem man weiß, dass er nach einer Weile auftreten würde)., 3. Nein, das ist nur eine Möglichkeit, es gibt auch andere, z.B. solche, die auf der Transport Schicht (Transport layer) durch TCP bereit gestellt werden., 4. Ja, bei FTP zum Beispiel.
(2) Welche Aussagen über Stateful vs. Stateless Server sind richtig?;Stateless Server können durch zusätzliche Daten bessere Ergebnisse liefern.;Stateless Server liefern jedem Client die gleiche Antwort (bei gleichem Request).;Stateless Server funktionieren mit HTTP besser.;Stateless Server können mit Client-Crashes besser umgehen.;Keine der genannten Antworten.;24;;1. Nein, das gilt für die Stateful Server., 2. Nonsense-Antwort. 3. Stimmt, das ist das entscheidende Kennzeichen, alle Clients sind gleich., 4. Ja, weil sie sich ohnehin merken, ob ein Client da ist oder nicht.
(2) Welche Aussagen über Cluster sind richtig?;Cluster sind eine Gruppe von verteilten Servern, die alle die gleiche Aufgabe haben.;Cluster sind notwendig, wenn ein einzelner Server nicht alle Requests bearbeiten kann.;Cluster werden über einen Dispatcher oder logischen Switch mit Anfragen bedient.;Der Dispatcher übernimmt alle Kommunikationen mit dem Client, auch die Antwort.;Keine der genannten Antworten.;123;;1. Ja, das ist praktisch die Definition. 2. Ja, dann muss man Cluster einsetzen. Cluster bringen aber natürlich auch noch andere Vor- und Nachteile (Fehlertoleranz, Komplexität, ...) 3. Ja, so nennt man das. 4. Nein, der Dispatcher nimmt den Request entgegen, leitet ihn an einen der Server weiter, die ihn beantworten können, und dieser antwortet aber dann direkt (um den Dispatcher als Flaschenhals zu entlasten).
(3) Welche Antwort beschreibt die Schichten des Iso-Osi-Modells in der richtigen Reihenfolge?;Anwendung (Application), Darstellung (Presentation), Sitzung (Session), Sicherung (Data Link), Transport, Netzwerk, Physikalisch;Anwendung (Application), Darstellung (Presentation), Sitzung (Session), Internet, Transport, Sicherung (Data Link), Physikalisch ;HTTP, Internet, Transport, Sicherung (Data Link), Physikalisch;Anwendung (Application), Darstellung (Presentation), Sitzung (Session), Transport, Netzwerk, Sicherung (Data Link), Physikalisch;Keine der genannten Antworten.;4;;Antwort 4 ist die Richtige. Zuerst kommen Bits über die Leitung in die Maschine, das entspricht der Physikalischen Schicht (Physical Layer). Damit mehrere Maschinen in einem lokalen Netzwerk Daten austauschen können, brauchen sie ein Netzwerk-Protokoll wie etwa Ethernet, was in Schicht 2 (Layer 2) passiert. Dann müssen Maschinen aber auch mit Geräten in anderen Netzwerken kommunizieren können, dafür brauchen sie Routing, um einander zu finden, was in der Netzwerkschicht (Network Layer) passiert. Schließlich brauchen sie Technologien, mit denen festgestellt werden kann, dass die Daten korrekt am anderen Ende ankommen (Transport Layer). Und schlussendlich werden die eingetroffenen Daten eventuell noch an die lokale Maschine angepasst, und von der benutzten Anwendung verarbeitet (Application, Presentation und Session Layer).
(3) Welche Schicht existiert im Iso-Osi Modell nicht?;Anwendungsschicht (Application Layer);Internetschicht (Internet Layer);Physikalische Schicht (Physical Layer);Transportschicht (Transport Layer);Keine der genannten Antworten.;2;;Die Internetschicht (Internet Layer) ist in der vereinfachten Form im TCP-IP Modell enthalten, und entspricht der Netzwerkschicht (Network Layer) im Iso-Osi-Modell.
(3) Zu welcher Ebene des Iso-Osi Modells gehört das HTTP-Protokoll?;Anwendungsschicht (Application Layer);Internetschicht (Internet Layer);Physikalische Schicht (Physical Layer);Transportschicht (Transport Layer);Keine der genannten Antworten.;1;;Natürlich die Anwendungsschicht (Application Layer), weil damit Daten direkt der Nutzer-Anwendung zugestellt werden.
(3) Zu welcher Ebene des Iso-Osi Modells gehört das IP-Protokoll?;Anwendungsschicht (Application Layer);Physikalische Schicht (Physical Layer);Transport Layer;Netzwerkschicht (Network Layer);Keine der genannten Antworten.;4;;Natürlich die Netzwerkschicht (Network Layer), weil damit Daten zwischen verschiedenen Netzwerken ausgetausch werden können.
(3) Welches Eigenschaften hat das TCP-Protokoll?;Verbindungslos (Connection-less);Zuverlässig (Reliable);Paket-orientierte Kommunikation (Datagram oriented Communication);Best-Effort Kommunikation;Keine der genannten Antworten.;2;;Nur 2. Antwort 1 ist falsch, weil TCP sehr wohl Verbindungen aufbaut. 3 ist falsch, weil es um Ströme von Daten (auch über mehrere Pakete hinweg) geht, und 4 ist falsch, weil, wenn es möglich ist, ein Paket immer ankommt. Diese hier falschen Antworten wären jeweils für das UDP-Protokoll richtig.
(3) Welche Aussagen zu Middleware sind richtig?;Middleware ist für alle Aufgaben gedacht, die sich nicht auf einer einzelnen Ebene des Iso-Osi-Modells erledigen lassen.;Sie würde im Iso-Osi-Modell zwischen der Transportschicht (Transport Layer) und der Anwendungsschicht (Application Layer) liegen.;Die Middleware umfasst jene Aspekte, die notwendig sind, aber nichts mit Kommunikation zu tun haben (Fehlertoleranz, usw.);Middleware bietet eigene Dienste und Protokolle an.;Keine der genannten Antworten.;1234;;1, 2, 3, 4 alle richtig. 1. weil eben genau dort alles hinkommt, was sich über mehrere Ebenen des Iso-Osi-Modells erstrecken würde (Security kann z.B. auf mehreren Ebenen sinnvoll sein) 2. Ja, sie muss unter der Anwendungsschicht liegen, damit diese darauf zugreifen kann, aber über der Network Layer, weil die ja für die Kommunkation über das lokale Netzwerk hinaus zuständig ist. 3. Ja, Security, Fehlertoleranz, Skalierung, und mehr. 4. Ja, damit man sie benutzen kann.
(3) Welche Aufgaben gehören zur Middleware?;Kommunikations-Protokolle (Communication protocols);Routing;Sicherheit (Security);Skalierung (Scalability);Keine der genannten Antworten.;134;;Bei Routing geht es um das Auffinden und die Kommunikation zwischen verschiedenen Netzwerken, dafür ist also typischerweise die Netzwerkschicht (Network Layer) zuständig.
(3) Wodurch definiert sich flüchtige (transiente) Kommunikation?;Wenn eine Nachricht nicht zugestellt werden kann, geht sie verloren.;Eine Nachricht wird gespeichert, bis sie zugestellt werden kann.;Der Sender blockiert so lange, bis er eine Antwort bekommt.;Der Sender kann weitere Kommunikationen vornehmen, während er auf eine Antwort wartet.;Keine der genannten Antworten.;1;;Nr 1 ist richtig. 2 wäre das genaue Gegenteil davon, nämlich persistente Kommunikation. Bei 3 und 4 geht es um synchrone vs. asynchrone Kommunikation, das hat mit flüchtiger vs. persistenter nichts zu tun.
(3) Wodurch definiert sich synchrone Kommunikation?;Wenn eine Nachricht nicht zugestellt werden kann, geht sie verloren.;Eine Nachricht wird gespeichert, bis sie zugestellt werden kann.;Der Sender blockiert so lange, bis er eine Antwort bekommt.;Der Sender kann weitere Tätigkeiten vornehmen, während er auf eine Antwort wartet.;Keine der genannten Antworten.;3;;Nr. 3 ist richtig. Bei 1 und 2 geht es um transiente versus persistente Kommunikation, und 4 wäre genau der gegenteiligen Fall und würde daher auf asynchrone Kommunikation zutreffen.
(3) Welche Kommunikations-Protokolle können durch eine Middleware erfolgen?;Entfernte Prozeduraufrufe (Remote Prodecure Calls);Nachrichtenorientierte Kommunikation (Message-Oriented Communication);HTTP;Multicast Kommunikation (Multicast Communication);Keine der genannten Antworten.;124;;Das sind genau die, die wir ausführlicher besprochen haben. HTTP ist Unsinn.
(3) Welche Aussagen über entfernte Prozeduraufrufe (Remote Procedure Calls) sind richtig?;Sowohl der Client als auch der Server benutzen Stubs.;Der Client benutzt Stubs, der Server braucht allerdings keine.;RPCs sind grundsätzlich asynchron.;RPCs sind grundsätzlich synchron.;Keine der genannten Antworten.;14;;Beide Seiten müssen Stubs verwenden, um kommunizieren zu können, und RPCs sind grundsätzlich synchron. Der Client schickt eine Anfrage, und muss warten, bis der Server antwortet.
(3) Welche Informationen sind notwendig, um Stubs zu erstellen?;Wie die Nachrichten transportiert werden sollen.;Wo der Server erreichbar ist.;In welcher Form die Nachrichten übermittelt werden sollen.;Welches Format die Nachrichten haben sollen.;Keine der genannten Antworten.;134;;Alles außer 2. Sowohl der Client als auch der Server müssen wissen, wie die Nachrichten ausschauen, wie sie ausgetauscht werden, und wie die Schnittstelle ausschauen muss. 2 aber nicht, um die Stubs zu erstellen, ist das eben nicht notwendig. Dadurch können Server und Clients eben unabhängig ihre Stubs aufbauen, ohne voneinander zu wissen, und können dann, erst später zur Laufzeit, durch eine Middleware miteinander verbunden werden.
(3) Welche Aussagen über nachrichtenorientierte Kommunikation (Message-Oriented Communication) sind richtig?;Sockets sind eine Technologie der Transport-Schicht (Transport Layer).;Sockets sind eine Technologie der Netzwerk-Schicht (Network Layer).;Sockets bieten (meistens) eine persistente Kommunikation.;Sockets bieten (meistens) eine asynchrone Kommunikation.;Keine der genannten Antworten.;1;;Ja, deswegen gibt es in Java TCP und UDP Sockets. 2 ist demnach natürlich falsch. 3. ist ebenfalls Unsinn, wenn ein Socket etwas sendet, und der Empfangspunkt am anderen Ende nicht verfügbar ist, geht die Nachricht verloren. 4. Nein, Sockets können zwar asynchron sein, das Standard-Modell ist aber synchron.
(3) Welche Schritte sind notwendig, um auf Client-Seite einen TCP-Socket zu benutzen?;Der Client muss einen Kommunikations-Endpunkt erzeugen (socket());Der Socket wird an eine Adresse gebunden (bind());Der Socket wird angewiesen, nach einkommenden Verbindungen zu lauschen (listen());Der Socket nimmt eine Verbindung an, und baut einen Kommunikationskanal auf (accept());Keine der genannten Antworten.;1;;Nur 1 stimmt für den Client, die anderen Schritte sind auf der Server-Seite notwendig. Die Standard-Socket-Operationen am Server sind socket() bind() listen() und accept(), am Client aber nur socket() und connect(). Zusätzlich gibt es noch die send(), receive() und close() Primitive, die sowohl auf Server- als auch Client-Seite zur Verfügung stehen.
(3) Welche Aussagen über MOMs (Message-Oriented-Middlewares) sind richtig?;MOMs stellen eine synchrone und persistente Kommunikation zur Verfügung.;MOMs werden oft durch Warteschlangen (Queues) umgesetzt.;Die Warteschlangen laufen immer auf der Server-Seite.;MOMs sorgen für bessere Skalierbarkeit, da sie den Server entlasten.;Keine der genannten Antworten.;24;;1. ist falsch, weil MOMs sollen möglichst asynchron und persistent sein. 2. Ja, siehe Beispiele. 3. Nein, man kann es implementieren, wie man will, Queue beim Server, beim Client, oder extra, und alle Varianten haben Vor- und Nachteile. 4. Ja, der Server hat weniger zu tun, weil sich ja eine andere Komponente um das Ausliefern der Nachrichten kümmert.
(3) Welche Operationen unterstützen Warteschlangen (Queues)?;Die Operation 'Put'.;Die Operation 'Push'.;Die Operation 'Poll'.;Die Operation 'Receive'.;Keine der genannten Antworten.;13;;PUT ist der Befehl, mit der ein Server eine neue Nachricht in die Queue einreiht. GET ist der Befehl, mit dem ein Client eine Nachricht von der Queue abholt (blockiert). POLL ist der Befehl, mit dem ein Client nachfragen kann, ob eine neue Nachricht vorhanden ist (blockiert nicht). NOTIFY ist der Befehle, mit dem die Queue einem Client mitteilen kann, dass eine neue Nachricht vorhanden ist. Die anderen sind in diesem Kontext nicht definiert.
(3) Welche Aussagen zur Multicast-Kommunikation sind richtig?;Multicasts können als Anwendungslevel (Application-Level) Multicasts durch Overlay Netzwerke implementiert werden;Multicasts sind eine Form von 1-zu-1 Kommunikation.;Multicasts können durch Flooding umgesetzt werden.;Gossiping ist eine weitere Möglichkeit, Informationen durch Multicasts in Peer-to-peer Netzwerken zu verbreiten.;Keine der genannten Antworten.;134;;1. Ja, das geht. In einem Peer-to-pee Netzerk kann man so eine Nachricht an alle peers schicken. 2. ist falsch. Es geht immer darum, eine Nachricht gleich an mehrere Empfänger zuzustellen. 3. Richtig, dann bekommen eben alle Peers eine Nachricht. 4. Ja, das ist effizienter, weil nicht alle Peers eine Nachricht bekommen müssen, aber genau das ist auch der Nachteil, nicht alle Peers bekommen dabei die Nachricht.
(4) Was sind die Vorteile von rekursiver Benennung gegenüber iterativer Benennung?;Client muss nur eine Anfrage senden, da er die Antwort immer vom Wurzelserver (Root server) bekommt.;Rekursive Benennung ist günstiger auf der Serverseite.;Rekursive Benennung ermöglicht Caching.;Rekursive Benennung ist besser geeignet für Anfragen über lange Weiten.;Keine der genannten Antworten.;134;;
(4) Welche der folgenden Aussagen über den Namensraum (Name space) sind richtig?;Namensraum ist eine beliebige Abfolge von Bits, die keine besondere Struktur enthält.;Ein Namensraum enthält mehrere Verteilungsschichten.;Ein Namensraum kann mittels eines Graphen modelliert werden.;Namensraum enthält alle gültigen Namen, die von einem Service erkannt werden.;Keine der genannten Antworten.;234;;
(4) Welche der folgenden Aussagen über Namensdomänen (Name domains) sind richtig?;Eine Namensdomäne ist ein Teil eines Namensraums.;Namensdomänen sind Prozesse, die sagen, wie eine Information oder ein Attribut gefunden werden können.;Namensdomänen können durch eine Liste von Objektattributen beschrieben werden.;Eine Namensdomäne hat eine einzige administrative Autorität.;Keine der genannten Antworten.;14;;
(4) Was sind die in der Vorlesung behandelten Ansätze zur Benennung (Naming)?;Flache Benennung ;Hierarchische Benennung;Strukturierte Benennung ;Attributbasierte Benennung;Keine der genannten Antworten.;134;;
(4) Welche der folgenden Aussagen über LDAP (Lightweight Directory Access Protocol) sind richtig?;LDAP ist eine Implementierung der attributbasierten Benennung.;LDAP ist eine Implementierung der strukturierten Benennung.;LDAP hat eine Baumstruktur, beim Suchen muss man beim Wurzelknoten anfangen.;LDAP ist ein dezentralisierter Verzeichnisdienst.;Keine der genannten Antworten.;1;;
(4) Worum handelt es sich im Bild?;Hierarchischer Lokalisierungsdienst (Hierarchical Location Services);Fingertabelle;Chord Ansatz;Broadcasting;Keine der genannten Antworten.;23;4_1.jpg;
(4) Welche der folgenden Aussagen über Hierarchischen Lokalisierungsdiensten (Hierarchical Location Services - HLS) sind richtig?;HLS sind aufgespannte Suchbäume mit Knoten, die angeben, wo sich Entitäten in einem Verteilten System befinden.;Große Domänen (z.B. ein Netzwerk) werden in verschiedene Unterdomänen aufgeteilt. ;HLS kann mehrere Pfadnamen für ein bestimmtes Objekt enthalten, ohne die Hierarchie zu durchbrechen.;Jede Domäne wird mittels genau zwei Knoten repräsentiert.;Keine der genannten Antworten.;2;;
(4) Welche der folgenden Aussagen über attributbasierte Namenssysteme sind richtig?;Sie sind dazu da, um verschiedene Namensräume gleichzeitig durchsuchen zu können.;Sie werden mithilfe von Hashtabellen implementiert.;Ein Verzeichnisdienst ist in der Lage, aufgrund der Attribute, die passenden Entitäten herauszusuchen.;Sie basieren oft auf einem Anfragemechanismus.;Keine der genannten Antworten.;34;;
(4) Welche der folgenden Aussagen sind für das Bild korrekt?;Es handelt sich um ein Beispiel für rekursive Benennung.;Server C enthält den Knoten 'vu'.;Nachricht X ist '[cs]'.;Nachricht Y ist '#[nl,vu,cs,ftp]'.;Keine der genannten Antworten.;4;4_2.jpg;
(4) Welche der folgenden Aussagen sind für das Bild korrekt?;Es handelt sich um ein Beispiel für attributbasierte Benennung.;Es handelt sich um eine Hashtabelle.;Die Tabelle repräsentiert eine inkorrekt implementierte Benennung, da die Werte nicht eindeutig sind.;Die Tabelle repräsentiert verschiedene Verteilungsschichten.;Keine der genannten Antworten.;1;4_3.jpg;
(5) Was sind die Ziele von Fehlertoleranz?;Keine Mängel (Faults) in einem System zu haben.;Zu ermöglichen, dass bei Ausfall einer Komponente, auch das Gesamtsystem ausfällt.;Einen Fehlschlag (Failure) durch Redundanz zu maskieren.;Ein höheres Niveau an Zuverlässigkeit (Dependability) zu erreichen.;Keine der genannten Antworten.;34;;
(5) Welche der folgenden Aussagen über Zuverlässigkeit (Dependability) sind richtig?;Zuverlässigkeit ist zwar wichtig, aber oft nicht entscheidend für die Funktionalität eines Verteilten Systems.;Zuverlässigkeit ist in Verteilten Systemen ein essentielles Ziel.;Zuverlässigkeit enthält verschiede Attribute.;Zuverlässigkeit ist immer leicht zu testen und zu erhöhen.;Keine der genannten Antworten.;23;;
(5) Was sind die Attribute der Zuverlässigkeit (Dependability)?;Verfügbarkeit (Availability);Sicherheit (Security);Integrität (Integrity);Pünktlichkeit (Punctuality);Keine der genannten Antworten.;13;;
(5) Welche der folgenden Aussagen über Mängel, Störungen, und Fehlschläge (Faults, Errors, and Failures) sind richtig?;Ein falscher Parameter ist ein Beispiel eines Fehlschlages.;Ein Mangel ist ein Systemzustand, der direkt einen Fehlschlag aktiviert.;Ein Mangel führt zu einem Fehlschlag, der wiederum in einer Störung resultiert.;Die drei Fehlerarten sind Gefahren für die Zuverlässigkeit (threats to dependability).;Keine der genannten Antworten.;4;;
(5) Welche der folgenden Aussagen über Mängel (Faults) sind richtig?;Mängel sind Situationen, in denen Dienste gar nicht oder inkorrekt angeboten werden.;Mängel sind Fehler, die das System in einen falschen Zustand bringen können.;Die Implementierung von Fehlertoleranz ist eine Möglichkeit, um Mängel aus einem Verteilten System zu eliminieren.;Ein Mangel heißt ruhend (dormant), falls er eine Störung verursacht hat.;Keine der genannten Antworten.;2;;
(5) Was sind die Arten der Antwortfehlschlage (Response failures)?;Zeitwahl-Fehlschlage (Timing failure);Wert-Fehlschlage (Value failure);Unterlassungsfehlschlag (Omission failure);Zustandübergangsfehlschlag (State transition failure);Keine der genannten Antworten.;24;;
(5) Was trifft auf das Byzantinische Fehlschlagsmodell (Byzantine failure model) zu?;Fehlschläge (Failures) treten in regulären Intervallen auf.;Es handelt sich um kleinere triviale Mängel (Faults).;In jedem Moment können Fehlschläge (Failures) auftreten, sodass dieselbe Eingabe verschiedene Ergebnisse liefert.;Die Fehlschläge (Failures) treten in zufälligen Momenten auf.;Keine der genannten Antworten.;34;;
(5) Was sind Arten der Redundanz, die für eine Maskierung von Fehlschlägen (Failures) eingesetzt werden?;Physische Redundanz (Physical redundancy);Entwicklungsredundanz (Development redundancy);Zeitliche Redundanz (Time redundancy);Informationsredundanz (Information redundancy);Keine der genannten Antworten.;134;;
