Beim Region Growing werden ausgehend von einem Startpunkt iterativ Nachbarpixel zur segmentierten Region hinzugefügt.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
SIFT ist skalierungs-, aber nicht rotationsinvariant.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Split&Merge ist ein adaptives Schwellwertverfahren zur Bildsegmentierung.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Bei SIFT wird ein Merkmalsvektor durch Grauwerthistogramme in 4x4 Fenstern berechnet.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Bei einer Bildpyramide wird von einer Ebene zur nächsten die Anzahl der Bildzeilen und -spalten halbiert. Wie viele Pixel müssen im Vergleich zum Einzelbild bei der Speicherung einer solchen gesamten Bildpyramide zusätzlich gespeichert werden?;Ein Drittel der Pixel zusätzlich;Die Hälfte der Pixel zusätzlich;Doppelt so viele Pixel;Drei mal so viele Pixel;Keine der genannten Antworten.;1;
Je kleiner die radiometrische Auflösung eines Bildes, desto kleiner ist auch die räumliche (geometrische) Auflösung ;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Bei einer Gausspyramide enthalten die kleineren Bilder mehr hohe Frequenzanteile als die großen;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Die Laplacepyramide kann durch die Multiplikation von gaussgefilterten Bildern approximiert werden.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Das Nyquist-Shannon Sampling Theorem ist nur relevant für die Sensorauflösung eines Bildes, nicht aber für die zeitliche Auflösung eines Videos;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Vervollständigen Sie: Das Nyquist-Limit besagt, dass die Abtastfrequenz (sampling rate) mindestens __________ sein muss wie die höchste zu übertragende Informationsfrequenz.;halb so hoch;genauso hoch;doppelt so hoch;vierfach so hoch;Keine der genannten Antworten.;3;
Vervollständigen Sie: Das Nyquist-Limit besagt, dass die Abtastfrequenz (sampling rate) mindestens __________ sein muss wie die höchste zu übertragende Informationsfrequenz.;halb so hoch;genauso hoch;vierfach so hoch;achtfach so hoch;Keine der genannten Antworten.;5;
Aliasing-Effekte sind Fehler, die bei der Umwandlung (Diskretisierung) von analogen in digitale Informationen auftreten.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Zu wenige Bilder pro Sekunde können bei Animationen zu Aliasing Effekten führen;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Numerische Fehler können niemals zu Aliasing-Effekten führen.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Unter Antialiasing versteht man die Umwandlung von digitalen in analoge Informationen.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Supersampling/Oversampling ist eine zentrale Strategie beim Vorfiltern.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Das Verschwinden von kleinen Objekten ist ein bekannter Aliasing-Effekt.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Polygon-Clipping: Welche(n) Output-Punkt(e) erzeugt das Sutherland-Hodgman-Verfahren für die Kante (V1 nach V2) bezüglich der fett gedruckten linken Fensterkante?;V1;Vnew;V2;<leer>;Keine der genannten Antworten.;23;suth_hodg1.png
Polygon-Clipping: Welche(n) Output-Punkt(e) erzeugt das Sutherland-Hodgman-Verfahren für die Kante (V1 nach V2) bezüglich der fett gedruckten linken Fensterkante?;V1;Vnew;V2;<leer>;Keine der genannten Antworten.;4;suth_hodg2.png
Polygon-Clipping: Welche(n) Output-Punkt(e) erzeugt das Sutherland-Hodgman-Verfahren für die Kante (V1 nach V2) bezüglich der fett gedruckten linken Fensterkante?;V1;Vnew;V2;<leer>;Keine der genannten Antworten.;2;suth_hodg3.png
Polygon-Clipping: Welche(n) Output-Punkt(e) erzeugt das Sutherland-Hodgman-Verfahren für die Kante (V1 nach V2) bezüglich der fett gedruckten linken Fensterkante?;V1;Vnew;V2;<leer>;Keine der genannten Antworten.;3;suth_hodg4.png
Das Clipping sollte möglichst früh durchgeführt werden, um unnötige Operationen und Umformungen einzusparen.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Algorithmen zum Clippen von Linien nützen i.A. die Tatsache aus, dass jede Linie in einem rechteckigen Fenster höchstens einen sichtbaren Teil besitzt.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Der Cohen-Sutherland-Algorithmus kann Schnittpunkte nur an vertikalen Fensterkanten berechnen.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Linien-Clipping kann nur in Clipkoordinaten durchgeführt werden, nicht aber in Weltkoordinaten oder bei der Rasterkonversion.;WAHR;FALSCH;;;Keine der genannten Antworten.;2;
Welche Verfahren lassen die Geometrie der Oberfläche unverändert?;Bump-Mapping;Displacement-Mapping;Environment-Mapping;;Keine der genannten Antworten.;13;
Beim Texture-Mapping wird für jeden Oberflächenpunkt eine Texturkoordinate (u, v) ermittelt, welche die Position der entsprechenden Farbe in der Textur angibt.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Mit Environment-Mapping lassen sich Spiegelungen umsetzen.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Mip-Mapping kann helfen, Aliasing-Effekte bei Texturen zu verhindern.;WAHR;FALSCH;;;Keine der genannten Antworten.;1;
Welches Resultat wurde mittels Gouraud Shading erstellt?;R1;R2;R3;R4;Keine der genannten Antworten.;3;shading_models.png
Welches Resultat wurde mittels ambienter Beleuchtung erstellt?;R1;R2;R3;R4;Keine der genannten Antworten.;2;shading_models.png
Welches Resultat wurde mittels Phong Shading erstellt?;R1;R2;R3;R4;Keine der genannten Antworten.;1;shading_models.png
Welches Resultat wurde mittels Flat Shading erstellt?;R1;R2;R3;R4;Keine der genannten Antworten.;4;shading_models.png
Gegeben ist ein Histogramm eines 8-Bit-Bildes mit einer Auflösung von 128x128. Wird auf das Eingabebild eine Glättung mit einem 9x9 Mittelwertfilter angewandt, welches wäre des Histogramm des Resultats?;Histogramm A;Histogramm B;Histogramm C;Histogramm D;Keine der genannten Antworten.;3;histogramme.png
Gegeben ist ein Histogramm eines 8-Bit-Bildes mit einer Auflösung von 128x128. Wird auf das Eingabebild eine Bildinvertierung angewandt, welches wäre des Histogramm des Resultats?;Histogramm A;Histogramm B;Histogramm C;Histogramm D;Keine der genannten Antworten.;1;histogramme.png
Gegeben ist ein Histogramm eines 8-Bit-Bildes mit einer Auflösung von 128x128. Wird auf das Eingabebild eine Bildverkleinerung auf 64x64 angewandt, welches wäre des Histogramm des Resultats?;Histogramm A;Histogramm B;Histogramm C;Histogramm D;Keine der genannten Antworten.;2;histogramme.png
Gegeben ist ein Histogramm eines 8-Bit-Bildes mit einer Auflösung von 128x128. Wird auf das Eingabebild eine Histogrammequalisierung angewandt, welches wäre des Histogramm des Resultats?;Histogramm A;Histogramm B;Histogramm C;Histogramm D;Keine der genannten Antworten.;4;histogramme.png
