Betrachte Bild 27. Welche der Homomorphismen bilden L auf h(L) ab?;a);b);c);d);Keine der genannten Antworten.;2;27_til.png
Betrachte Bild 28. Ist der angegebene Beweis korrekt?;Ja!;Der Homomorphismus h führt nicht zur angegebenen Sprache.;Die Angabe des Regulaeren Ausdrucks R ist nicht korrekt.;Der Index n der Dyck-Sprache Dn ist nicht korrekt.;Keine der genannten Antworten.;23;28_til.png
Betrachte Bild 29. Ist der angegebene Beweis korrekt?;Ja!;Der Homomorphismus h führt nicht zur angegebenen Sprache.;Die Angabe des Regulaeren Ausdrucks R ist nicht korrekt.;Der Index n der Dyck-Sprache Dn ist nicht korrekt.;Keine der genannten Antworten.;2;29_til.png
Betrachte Bild 30. Ist der angegebene Beweis korrekt?;Ja!;Der Homomorphismus h führt nicht zur angegebenen Sprache.;Die Angabe des Regulaeren Ausdrucks R ist nicht korrekt.;Der Index n der Dyck-Sprache Dn ist nicht korrekt.;Keine der genannten Antworten.;1;30_til.png
Betrachte Bild 31. Ist der angegebene Beweis korrekt?;Ja!;Der Homomorphismus h führt nicht zur angegebenen Sprache.;Die Angabe des Regulaeren Ausdrucks R ist nicht korrekt.;Der Index n der Dyck-Sprache Dn ist nicht korrekt.;Keine der genannten Antworten.;23;31_til.png
Welche der nachfolgenden Aussagen sind korrekt?;Mit dem Pumping Lemma fuer regulaere Sprachen kann gezeigt werden, dass eine Sprache regulaer ist.;Das Pumping Lemma fuer regulaere Sprachen stellt eine notwendige, aber keine hinreichende Bedingung fuer regulaere Sprachen dar.;Mit dem Satz von Chomsky Schuetzenberger kann gezeigt werden, dass eine Sprache kontextfrei ist.;Mit dem Satz von Chomsky Schuetzenberger kann gezeigt werden, dass eine Sprache nicht kontextfrei ist.;Keine der genannten Antworten.;23;
Was trifft auf Turingmaschinen zu?;Turingmaschinen akzeptieren alle Woerter, die zu einem Endzustand fuehren.;Turingmaschinen koennen Symbole auf ein Band schreiben.;Turingmaschinen halten immer an, wenn ein Wort nicht in der Sprache liegt.;Turingmaschinen halten immer an, wenn ein Wort in der Sprache liegt.;Keine der genannten Antworten.;124;
Wann haelt eine deterministische TM, beim Verarbeiten eines Wortes aus einer rekursiv aufzaehlbaren Sprache, an?;Immer!;Nur, wenn das Wort in der Sprache liegt.;Nur, wenn das Wort nicht in der Sprache liegt.;Nie!;Keine der genannten Antworten.;2;
Wann haelt eine deterministische TM, beim Verarbeiten eines Wortes aus einer rekursiven Sprache, an?;Immer!;Nur, wenn das Wort in der Sprache liegt.;Nur, wenn das Wort nicht in der Sprache liegt.;Nie!;Keine der genannten Antworten.;1;
Welche der nachfolgenden Aussagen sind korrekt?;Eine rekursiv aufzaehlbare Sprache nennt man auch semi-entscheidbar.;Eine rekursiv aufzaehlbare Sprache nennt man auch entscheidbar.;Eine rekursive Sprache nennt man auch semi-entscheidbar.;Eine rekursive Sprache nennt man auch entscheidbar.;Keine der genannten Antworten.;14;
Welche der nachfolgenden Aussagen sind korrekt?;Eine TM mit zwei Baender ist maechtiger als eine TM mit nur einem Band.;Eine nichtdeterministische TM ist maechtiger als eine deterministische TM.;Rekursive Sprachen sind eine Teilmenge der rekursiv aufzaehlbaren Sprachen.;Rekursiv aufzaehlbare Sprachen sind eine Teilmenge der rekursiven Sprachen.;Keine der genannten Antworten.;3;
Welche der nachfolgenden Aussagen sind korrekt?;Das Komplement einer rekursiven Sprache ist wieder rekursiv.;Wenn sowohl eine Sprache als auch ihr Komplement rekursiv aufzaehlbar sind, dann ist die Sprache rekursiv.;Das Komplement einer rekursiv aufzaehlbaren Sprache ist wieder rekursiv aufzaehlbar.;Das Komplement einer rekursiv aufzaehlbaren, nicht rekursiven Sprache, kann nie rekursiv aufzaehlbar sein.;Keine der genannten Antworten.;124;
Welche der nachfolgenden Aussagen sind korrekt?;Wenn eine Sprache und ihr Komplement rekursiv aufzaehlbar sind, ist das Komplement der Sprache rekursiv.;Jede rekursiv aufzaehlbare Sprache ist entscheidbar.;Jede rekursive Sprache ist entscheidbar.;Es gibt Sprachen die rekursiv, aber nicht rekursiv aufzaehlbar sind.;Keine der genannten Antworten.;13;
Welche der nachfolgenden Aussagen sind korrekt?;Das Halteproblem behandelt die Frage, ob es eine TM geben kann, die fuer den gegebenen Code eines Wortes w und einer beliebigen Turingmaschine M entscheiden kann, ob M auf w haelt.;Es gibt Mechanismen, die maechtiger als Turingmaschinen sind.;Das Halteproblem ist rekursiv aufzaehlbar.;Das Halteproblem ist rekursiv.;Keine der genannten Antworten.;13;
Was gilt fuer Reduktionen von Problemen?;Reduktionen sind symmetrisch.;Reduktionen sind transitiv.;Reduktionen sind reflexiv.;Reduktionen sind antisymmetrisch.;Keine der genannten Antworten.;23;
Seien A und B Sprachen mit A <= B. Welche der nachfolgenden Aussagen sind korrekt?;Wenn A nicht entscheidbar ist, dann muss auch B nicht entscheidbar sein.;Wenn A nicht rekursiv ist, dann muss B rekursiv sein.;Wenn A nicht rekursiv aufzaehlbar ist, dann muss auch B nicht rekursiv aufzaehlbar sein.;Wenn A nicht rekursiv aufzaehlbar ist, dann kann B rekursiv aufzaehlbar sein.;Keine der genannten Antworten.;13;
Seien A und B Sprachen mit A <= B. Welche der nachfolgenden Aussagen sind korrekt?;Wenn B rekursiv ist, muss A entscheidbar sein.;Wenn B rekursiv ist, muss A rekursiv aufzaehlbar sein.;Wenn B rekursiv aufzaehlbar ist, muss A rekursiv aufzaehlbar sein.;Wenn B rekursiv aufzaehlbar ist, muss A semi-entscheidbar sein.;Keine der genannten Antworten.;1234;
Welche Aussagen sind nach dem Satz von Rice korrekt?;Es ist nicht entscheidbar, ob die von einer TM akzeptierte Sprache regulaer ist.;Es ist nicht entscheidbar, ob die von einer TM akzeptierte Sprache rekursiv aufzaehlbar ist.;Es ist nicht entscheidbar, ob die von einer TM akzeptierte Sprache aus mehr als 5 Woerter besteht.;Es ist nicht entscheidbar, ob die von einer TM akzeptierte Sprache aus endlich vielen Woertern besteht.;Keine der genannten Antworten.;134;
Welche Eigenschaften P sind nach dem Satz von Rice unentscheidbar?;P = {};P = {L | |L| >= 7 };P = {L | |L| = 0 };P = { {} };Keine der genannten Antworten.;234;
Welche der nachfolgenden Probleme sind nach dem Satz von Rice unentscheidbar?;Hat eine Turingmaschine weniger als 20 Zustaende und haelt bei Eingabe 0.;Ist die von einer Turingmaschine akzeptierte Sprache ueberabzaehlbar (unendlich).;Sind in der von einer Turingmaschine akzeptierten Sprache Woerter, die mit 101 beginnen.;Ist die von einer Turingmaschine akzeptierte Sprache eine Teilmenge von Sigma*.;Keine der genannten Antworten.;3;
Wofuer steht die Komplexitaetsklasse P?;Probleme, die in polynomieller Zeit von einer nicht-deterministischen TM loesbar sind.;Probleme, die in polynomieller Zeit von einer deterministischen TM loesbar sind.;Probleme, die effiziente Algorithmen haben.;Probleme, die in exponentieller Zeit von einer deterministischen TM loesbar sind.;Keine der genannten Antworten.;23;
Wofuer steht die Komplexitaetsklasse NP?;Probleme, die in polynomieller Zeit von einer nicht-deterministischen TM loesbar sind.;Probleme, die in polynomieller Zeit von einer deterministischen TM loesbar sind.;Probleme, die in exponentieller Zeit von einer deterministischen TM loesbar sind.;Probleme, die in polynomieller Zeit verifiziert werden koennen.;Keine der genannten Antworten.;134;
Welche der nachfolgenden Aussagen sind korrekt?;EXPTIME ist eine Teilmenge von P.;P ist eine Teilmenge von EXPTIME.;EXPTIME ist eine Teilmenge von NP.;NP ist eine Teilmenge von EXPTIME.;Keine der genannten Antworten.;24;
Welche der nachfolgenden Aussagen sind korrekt?;P ist jedenfalls eine Teilmenge von NP.;Es gibt Probleme, die in P liegen, aber nicht in NP.;Wenn P != NP gilt, so gibt es Probleme, die in NP liegen, aber nicht NP vollstaendig sind.;Wenn P = NP gilt, kann jedes Problem, das in exponentieller Zeit geloest werden kann, schon in polynomieller Zeit geloest werden.;Keine der genannten Antworten.;13;
Welche Aussagen ueber das Erfuellbarkeitsproblem (SAT) sind korrekt?;Es gibt eine deterministische Loesung fuer das Problems.;Es gibt eine nicht-deterministische Loesung fuer das Problem.;Es ist eine effiziente Loesung fuer das Problem bekannt.;Es ist NP-vollstaendig.;Keine der genannten Antworten.;124;
Seien A und B Sprachen mit A <=p B. Welche der nachfolgenden Aussagen sind korrekt?;Wenn B in NP liegt, dann muss auch A in NP liegen.;Wenn A in NP liegt, dann muss auch B in NP liegen.;Wenn A in P liegt, dann muss auch B in P liegen.;Wenn B in P liegt, dann muss auch A in P liegen.;Keine der genannten Antworten.;14;
Sei C eine entscheidbare Sprache und D eine rekursiv aufzaehlbare, aber nicht entscheidbare Sprache. Welche der nachfolgenden Aussagen sind korrekt?;C kann jedenfalls auf D reduziert werden (C <= D).;C kann keinesfalls auf D reduziert werden.;D kann jedenfalls auf C reduziert werden (D <= C).;D kann keinesfalls auf C reduziert werden.;Keine der genannten Antworten.;14;
Seien A und B Probleme, die in NP sein koennen, aber nicht muessen. Es gilt: A <=p B. Muss B NP-vollstaendig sein, wenn A NP-vollstaendig ist?;Ja!;Nur, wenn A auch in P liegt.;Nur, wenn B auch in NP liegt.;Nur, wenn B auch NP-hart ist.;Keine der genannten Antworten.;3;
Seien A und B Sprachen fuer die gilt: A ist in NP und B ist NP-vollstaendig. Kann B in polynomieller Zeit auf A reduziert werden (B <=p A)?;Ja, wenn A auch NP vollstaendig ist.;Ja, wenn B auch NP hart ist.;Ja, wenn P = NP gilt.;Nein!;Keine der genannten Antworten.;13;
Seien A und B Probleme, die in NP sein koennen, aber nicht muessen. Es gilt: A <=p B. Kann B in P liegen, wenn A NP-vollstaendig ist?;Ja, wenn P != NP gilt.;Ja, wenn P = NP gilt.;Ja, wenn B NP-hart ist und P != NP gilt.;Nein!;Keine der genannten Antworten.;2;
Seien A und B Probleme, die in NP sein koennen, aber nicht muessen mit A <=p B. Kann B in P sein, wenn das Komplement von A nicht in P ist?;Ja, wenn A NP vollstaendig ist.;Ja, wenn A in P liegt.;Ja, wenn das Komplement von B in P liegt.;Nein!;Keine der genannten Antworten.;4;
Betrachte Bild 32. In welchen Zeilen kommen Delta Formeln vor?;In Zeile (1).;In Zeile (2).;In Zeile (3).;In Zeile (4).;Keine der genannten Antworten.;2;32_til.png
Betrachte Bild 32. In welchen Zeilen kommen Gamma Formeln vor?;In Zeile (1).;In Zeile (2).;In Zeile (3).;In Zeile (4).;Keine der genannten Antworten.;1;32_til.png
Betrachte Bild 33. In welchen Zeilen kommen Delta Formeln vor?;In Zeile (1).;In Zeile (2).;In Zeile (3).;In Zeile (4).;Keine der genannten Antworten.;5;33_til.png
Betrachte Bild 33. In welchen Zeilen kommen Gamma Formeln vor?;In Zeile (1).;In Zeile (2).;In Zeile (3).;In Zeile (4).;Keine der genannten Antworten.;123;33_til.png
Betrachte die Formel in Bild 34. Wie kann man vorgehen, wenn die angegebene Formel in einem Tableau Kalkuel vorkommt?;Die Delta Regel kann darauf angewendet werden.;Die Gamma Regel kann darauf angewendet werden.;Die Formel kann bei der Konjunktion in zwei Aeste aufgeteilt werden.;Die Formel kann bei der Konjunktion in nur einem Ast aufgeteilt werden.;Keine der genannten Antworten.;4;34_til.png
Betrachte die Formel in Bild 35. Wie kann man vorgehen, wenn die angegebene Formel in einem Tableau Kalkuel vorkommt?;Die Delta Regel kann darauf angewendet werden.;Die Gamma Regel kann darauf angewendet werden.;Die Formel kann bei der Konjunktion in zwei Aeste aufgeteilt werden.;Die Formel kann bei der Konjunktion in nur einem Ast aufgeteilt werden.;Keine der genannten Antworten.;1;35_til.png
Betrachte die Formel in Bild 36. Wie kann man vorgehen, wenn die angegebene Formel in einem Tableau Kalkuel vorkommt?;Die Delta Regel kann darauf angewendet werden.;Die Gamma Regel kann darauf angewendet werden.;Die Formel kann bei der Implikation in zwei Aeste aufgeteilt werden.;Die Formel kann bei der Implikation in nur einem Ast aufgeteilt werden.;Keine der genannten Antworten.;3;36_til.png
Betrachte die Formel in Bild 37. Wie kann man vorgehen, wenn die angegebene Formel in einem Tableau Kalkuel vorkommt?;Die Delta Regel kann darauf angewendet werden.;Die Gamma Regel kann darauf angewendet werden.;Die Formel kann bei der Implikation in zwei Aeste aufgeteilt werden.;Die Formel kann bei der Implikation in nur einem Ast aufgeteilt werden.;Keine der genannten Antworten.;2;37_til.png
Mit welchen der angegebenen Formeln kann in einem Tableau Kalkuel ein Ast geschlossen werden?;f: c = c;t: P(a) und f: P(a);t: f(f(a)) und f: t(t(a));f: h(a) = a und t: a = h(a);Keine der genannten Antworten.;12;
Betrachte Bild 38. Welche Aussagen sind fuer das angegebene Tableau korrekt?;Ein Ast ist offen.;Das Tableau ist geschlossen.;Es kommen keine Delta Formeln vor.;In Zeile (5) darf statt 'b' z.B. auch 'a' als Parameter gewaehlt werden.;Keine der genannten Antworten.;2;38_til.png
Betrachte Bild 39. In welchen der angegebenen Antworten, befinden sich Fehler?;In Formel (4).;In Formel (9).;In Formel (11).;In Formel (15).;Keine der genannten Antworten.;14;39_til.png
Betrachte Bild 40. In welchen der angegebenen Antworten, befinden sich Fehler?;In Formel (5).;In Formel (6).;In Formel (9).;In Formel (11).;Keine der genannten Antworten.;23;40_til.png
Betrachte Bild 41. In welchen der angegebenen Antworten, befinden sich Fehler?;In Formel (5).;In Formel (8).;In Formel (12).;In Formel (14).;Keine der genannten Antworten.;1;41_til.png
Betrachte Bild 42. In welchen der angegebenen Antworten, befinden sich Fehler?;In Formel (6).;In Formel (8).;In Formel (10).;In Formel (12).;Keine der genannten Antworten.;234;42_til.png
Betrachte Bild 43. Welche der nachfolgenden Antworten stellen Variablen dar, die in der Formel frei vorkommen?;a;f;x;y;Keine der genannten Antworten.;34;43_til.png
Betrachte Bild 44. Welche der nachfolgenden Antworten stellen Variablen dar, die in der Formel frei vorkommen?;a;x;y;z;Keine der genannten Antworten.;234;44_til.png
Betrachte Bild 45. Welche der nachfolgenden Antworten stellen Variablen dar, die in der Formel frei vorkommen?;x;y;z;b;Keine der genannten Antworten.;12;45_til.png
Betrachte Bild 46. Welche der nachfolgenden Antworten stellen Variablen dar, die in der Formel frei vorkommen?;x;y;z;f;Keine der genannten Antworten.;3;46_til.png
Sei K ein Kalkuel in dem alle PL-Formeln beweisbar sind. Welche der nachfolgenden Aussagen treffen auf K zu?;K ist korrekt.;K ist nicht korrekt.;K ist vollstaendig.;K ist nicht vollstaendig.;Keine der genannten Antworten.;23;
Sei K ein Kalkuel in dem keine einzige PL-Formel beweisbar ist. Welche der nachfolgenden Aussagen treffen auf K zu?;K ist korrekt.;K ist nicht korrekt.;K ist vollstaendig.;K ist nicht vollstaendig.;Keine der genannten Antworten.;14;
Sei K ein Kalkuel fuer die Praedikatenlogik in dem nur endlich viele Formeln ableitbar sind. Welche der nachfolgenden Aussagen treffen auf K zu?;K koennte korrekt sein.;K ist sicher nicht korrekt.;K koennte vollstaendig sein.;K ist sicher nicht vollstaendig.;Keine der genannten Antworten.;14;
Welche der nachfolgenden Aussagen sind korrekt?;Aus der Korrektheit des Tableau-Kalkuels folgt, dass fuer jede gueltige Formel F mit freien Variablen ein geschlossenes Tableau mit Wurzel f : F exisitiert.;Aus der Vollstaendigkeit des Tableau-Kalkuels folgt, dass fuer jede gueltige Formel F mit freien Variablen ein geschlossenes Tableau mit Wurzel f : F exisitiert.;Aus der Korrektheit des Tableau-Kalkuels folgt, dass fuer jede gueltige Formel F ohne freie Variablen ein geschlossenes Tableau mit Wurzel f : F exisitiert.;Aus der Vollstaendigkeit des Tableau-Kalkuels folgt, dass fuer jede gueltige Formel F ohne freie Variablen ein geschlossenes Tableau mit Wurzel f : F exisitiert.;Keine der genannten Antworten.;4;
Welche der nachfolgenden Aussagen sind korrekt?;Ein geschlossener Term kann bei der Anwendung von beliebigen Variablensubstitutionen veraendert werden.;Ein geschlossener Term bleibt bei der Anwendung von beliebigen Variablensubstitutionen unveraendert.;In einem geschlossenen Term koennen Variablen vorkommen.;In einem geschlossenen Term koennen Funktionssymbole vorkommen.;Keine der genannten Antworten.;24;
Angenommen ein Tableau mit f : F an der Wurzel ist geschlossen. Welche der nachfolgenden Aussagen sind korrekt?;Die Negation von F ist erfuellbar.;Die Negation von F ist widerlegbar.;F ist gueltig.;F ist unerfuellbar.;Keine der genannten Antworten.;23;
Sei G eine logische Konsequenz von F. Welche der nachfolgenden Aussagen sind korrekt?;Alle vollstaendig expandierten Tableaux, die mit f : F gefolgt von t : G beginnen, sind geschlossen.;Alle vollstaendig expandierten Tableaux, die mit t : F gefolgt von f : G beginnen, sind geschlossen.;Alle vollstaendig expandierten Tableaux, die mit f : F gefolgt von f : G beginnen, sind geschlossen.;Alle vollstaendig expandierten Tableaux, die mit t : F gefolgt von t : G beginnen, sind geschlossen.;Keine der genannten Antworten.;2;
Sei G eine logische Konsequenz von F. Welche der nachfolgenden Aussagen sind korrekt?;Wenn G gueltig ist, so kann F unerfuellbar sein.;Wenn G unerfuellbar ist, so kann F gueltig sein.;Wenn G widerlegbar ist, so kann F unerfuellbar sein.;Wenn G erfuellbar ist, so kann F gueltig sein.;Keine der genannten Antworten.;134;
Angenommen eine praedikatenlogische Formel F hat kein Modell. Welche der nachfolgenden Aussagen sind korrekt?;Die Negation von F ist erfuellbar.;Die Negation von F ist widerlegbar.;F ist gueltig.;F ist unerfuellbar.;Keine der genannten Antworten.;14;
Welche der nachfolgenden Aussagen sind korrekt?;Wenn eine praedikatenlogische Formel F unerfuellbar ist, so hat F kein Modell.;Wenn eine praedikatenlogische Formel F gueltig ist, so sind alle Interpretationen ein Modell von F.;Wenn eine praedikatenlogische Formel F gueltig ist, so hat F auch Modelle mit unendlichem Gegenstandsbereich.;Aus der Unentscheidbarkeit der Menge der praedikatenlogisch gueltigen Formeln folgt, dass es kein Verfahren gibt, mit dem man fuer jede gegebene Formel feststellen kann, ob sie unerfuellbar ist.;Keine der genannten Antworten.;1234;
Betrachte das Hoare-Triple in Bild 47. Welche Aussagen sind korrekt?;Das Programm terminiert immer.;Das Programm terminiert nie.;Das Programm ist partiell korrekt.;Das Programm ist total korrekt.;Keine der genannten Antworten.;23;47_til.png
Betrachte das Hoare-Triple in Bild 48. Welche Aussagen sind korrekt?;Das Programm ist partiell korrekt.;Das Programm ist total korrekt.;Die Vorbedingung ist in allen Umgebungen erfuellt.;Die Vorbedingung ist in keiner Umgebung erfuellt.;Keine der genannten Antworten.;124;48_til.png
Welche Aussagen sind korrekt?;Wenn die Vorbedingung eines Programmes in mindestens einer Umgebung gilt, und das Programm nicht terminiert, so ist es partiell korrekt.;Wenn die Vorbedingung eines Programmes in mindestens einer Umgebung gilt, und das Programm nicht terminiert, so ist es total korrekt.;Wenn ein Programm total korrekt ist, so muss es auch partiell korrekt sein.;Wenn ein Programm partiell korrekt ist und terminiert, so ist es auch total korrekt.;Keine der genannten Antworten.;134;
Welche Aussagen sind korrekt?;Wenn die Vorbedingung gilt, das Programm terminiert, aber die Nachbedingung nicht gilt, so ist das Programm nur partiell korrekt.;Wenn die Vorbedingung gilt, das Programm terminiert, aber die Nachbedingung nicht gilt, so ist das Programm partiell und total korrekt.;Wenn ein Programm nicht partiell korrekt ist, so kann es auch nicht total korrekt sein.;Wenn ein Programm nicht total korrekt ist, so kann es auch nicht partiell korrekt sein.;Keine der genannten Antworten.;3;
